,emp_title,emp_length,state,homeownership
2358,manager,1.0,CA,RENT
2359,packer handler,10.0,RI,OWN
2360,sound and comm installer,6.0,CA,RENT
2361,processor,3.0,MN,MORTGAGE
2362,store manager,10.0,TX,MORTGAGE
2363,ma,10.0,GA,MORTGAGE
2364,medical records and medical billing,3.0,PA,RENT
2365,recruiter ,4.0,TX,OWN
2366,grants manager,10.0,TN,MORTGAGE
2367,mechanical engineer,3.0,MA,MORTGAGE
2368,production support,10.0,OH,MORTGAGE
2369,accounting,1.0,KS,MORTGAGE
2370,teacher,10.0,NV,RENT
2371,realtor,10.0,ID,MORTGAGE
2372,it support,3.0,FL,RENT
2373,special education secretary,10.0,PA,MORTGAGE
2374,regional manager,10.0,TN,OWN
2375,studio manager,10.0,IL,RENT
2376,bench tech,4.0,KY,MORTGAGE
2377,,,CA,MORTGAGE
2378,special forces medic,10.0,WA,RENT
2379,physician,0.0,ID,MORTGAGE
2380,it executive,3.0,IL,MORTGAGE
2381,counselor,3.0,FL,OWN
2382,teacher,8.0,FL,RENT
2383,crane operator,10.0,MI,OWN
2384,property manager ,0.0,PA,RENT
2385,office administrator ,7.0,FL,RENT
2386,manager - solutions architect,10.0,TX,OWN
2387,maitenance,8.0,MA,RENT
2388,truck driver,1.0,TN,MORTGAGE
2389,chef,10.0,NY,RENT
2390,er physician,2.0,ID,MORTGAGE
2391,technician,6.0,KY,MORTGAGE
2392,software consultant,10.0,IL,MORTGAGE
2393,hr ,7.0,TN,MORTGAGE
2394,general manager,10.0,AL,OWN
2395,account representative ,8.0,NC,RENT
2396,owner,10.0,VA,OWN
2397,owner/office manager,5.0,IN,OWN
2398,educator,10.0,CA,OWN
2399,owner,8.0,CA,RENT
2400,massage therapist,10.0,WA,RENT
2401,graphic designer,1.0,CA,RENT
2402,attorney,1.0,NY,RENT
2403,lift driver ,2.0,CA,RENT
2404,senior right of way agent,1.0,AZ,RENT
2405,system engneer,7.0,FL,MORTGAGE
2406,accountant ,1.0,NY,RENT
2407,operations manager,6.0,OH,MORTGAGE
2408,brake line operator ,10.0,MI,OWN
2409,customer service,10.0,PA,MORTGAGE
2410,,,OH,OWN
2411, quality control technician ,10.0,CA,MORTGAGE
2412,asst customer service manager,0.0,NC,MORTGAGE
2413,purchasing assistant,3.0,NC,RENT
2414,manager,10.0,IL,RENT
2415,monorail tech,6.0,NV,MORTGAGE
2416,rehab tech,1.0,NY,RENT
2417,operator,10.0,OH,OWN
2418,,,KS,OWN
2419,engineer,6.0,SC,RENT
2420,bartender,1.0,TX,OWN
2421,audit manager,4.0,GA,RENT
2422,emt,8.0,KS,RENT
2423,housekeeper,4.0,NC,OWN
2424,,,AZ,MORTGAGE
2425,team member,2.0,ME,MORTGAGE
2426,sales,5.0,NJ,MORTGAGE
2427,home manager,6.0,MI,RENT
2428,dependency case manager,2.0,FL,RENT
2429,,,NY,OWN
2430,receptionist ,10.0,CA,MORTGAGE
2431,city carrier ,10.0,CA,RENT
2432,specialist,10.0,CT,RENT
2433,,,CA,MORTGAGE
2434,letter carrier,3.0,AR,RENT
2435,director of national accounts,3.0,PA,MORTGAGE
2436,software support engineer,0.0,NJ,RENT
2437,senior business analyst ,1.0,PA,MORTGAGE
2438,teacher,5.0,CA,RENT
2439,driver,10.0,CO,MORTGAGE
2440,sheet metal worker/truck driver,10.0,NY,RENT
2441,travel agent,8.0,WV,MORTGAGE
2442,front desk,10.0,MN,MORTGAGE
2443,network technician,10.0,NJ,RENT
2444,technician,10.0,FL,MORTGAGE
2445,registered nurse,3.0,CA,RENT
2446,truck driver,10.0,CA,RENT
2447,professional truck driver,1.0,AZ,RENT
2448,,,AL,MORTGAGE
2449,,,NC,MORTGAGE
2450,it manager,10.0,AZ,MORTGAGE
2451,ceo,10.0,MO,MORTGAGE
2452,patient care advocate ,2.0,FL,RENT
2453,agent,9.0,MD,MORTGAGE
2454,research coordinator,0.0,CA,MORTGAGE
2455,outside sales representative ,0.0,NY,MORTGAGE
2456,labor,3.0,CA,OWN
2457,desk clerk,5.0,NJ,OWN
2458,,,CA,OWN
2459,psychiatrist ,1.0,IL,RENT
2460,package car driver,10.0,PA,MORTGAGE
2461,account manager,4.0,MA,OWN
2462,human resource sergeant,9.0,FL,RENT
2463,,,FL,MORTGAGE
2464,lvnurse,10.0,CA,RENT
2465,,,FL,MORTGAGE
2466,flight attendant,10.0,TX,MORTGAGE
2467,driver,2.0,NY,RENT
2468,marketing director ,1.0,MI,MORTGAGE
2469,project architect,5.0,NY,RENT
2470,,,FL,RENT
2471,laborer,7.0,NJ,OWN
2472,contractor,3.0,CA,RENT
2473,manager,1.0,CT,RENT
2474,executive vp,10.0,FL,MORTGAGE
2475,,,WV,MORTGAGE
2476,hr mgr,2.0,TN,MORTGAGE
2477,social worker,4.0,RI,MORTGAGE
2478,director of nursing,5.0,CA,OWN
2479,charge nurse,4.0,TX,MORTGAGE
2480,senior legistics,10.0,CA,MORTGAGE
2481,fragrance specialist ,1.0,NY,RENT
2482,manager,10.0,IL,MORTGAGE
2483,engineer,4.0,CO,RENT
2484,eligibility specialist,2.0,CO,RENT
2485,financial advisor,5.0,FL,RENT
2486,"a,b operater ",3.0,FL,MORTGAGE
2487,,,WA,MORTGAGE
2488,key accounts manager,4.0,FL,RENT
2489,broker/realtor,10.0,NC,MORTGAGE
2490,assistant manager,1.0,GA,MORTGAGE
2491,shipping manager,9.0,IN,MORTGAGE
2492,registered nurse,10.0,IL,OWN
2493,clerical,5.0,PA,OWN
2494,psychologist,10.0,NY,RENT
2495,owner,0.0,NE,MORTGAGE
2496,senior customer care associate,10.0,IL,MORTGAGE
2497,marketing director,3.0,CA,MORTGAGE
2498,attraction attendant ,5.0,FL,RENT
2499,specialist,7.0,KY,OWN
2500,project manager,7.0,CA,MORTGAGE
2501,computer operator specialist,8.0,CA,MORTGAGE
2502,teacher,3.0,NC,MORTGAGE
2503,welding foreman,10.0,NJ,MORTGAGE
2504,loan officer,3.0,VA,MORTGAGE
2505,medication aide,10.0,OR,RENT
2506,registered nurse,5.0,OH,MORTGAGE
2507,veterans technician,7.0,CA,RENT
2508,asst terminal manager,0.0,CT,MORTGAGE
2509,baker,7.0,MO,OWN
2510,driver,6.0,MA,MORTGAGE
2511,bartender ,1.0,NY,RENT
2512,administrative assistant ii,10.0,ID,MORTGAGE
2513,scheduler,1.0,CA,RENT
2514,foreman,9.0,IL,MORTGAGE
2515,supervisor,10.0,CA,OWN
2516,retail,3.0,OH,MORTGAGE
2517,eligibility ,5.0,CT,MORTGAGE
2518,plant manager,10.0,IN,MORTGAGE
2519,rn,10.0,PA,RENT
2520,test engineer,5.0,CT,MORTGAGE
2521,cems technician,10.0,TX,OWN
2522,social worker,3.0,AL,RENT
2523,dir of tech services,4.0,SC,OWN
2524,truck driver,0.0,TX,RENT
2525,adjunct instructor,7.0,CA,MORTGAGE
2526,sales,1.0,MO,MORTGAGE
2527,hr manager ,0.0,IL,MORTGAGE
2528,owner,10.0,TX,RENT
2529,esthetician,5.0,WA,RENT
2530,nnp,3.0,AZ,MORTGAGE
2531,,,NY,OWN
2532,branch manager,10.0,IL,MORTGAGE
2533,supervisor security specialist,4.0,CA,MORTGAGE
2534,owner,7.0,WA,RENT
2535,project design engineer ,0.0,KS,RENT
2536,,,MS,MORTGAGE
2537,computer technician,6.0,TX,RENT
2538,principal engineer,10.0,SC,MORTGAGE
2539,operations manager,0.0,MA,MORTGAGE
2540,custom protection officer,2.0,NY,RENT
2541,21 dealer,10.0,NV,OWN
2542,physician,2.0,TX,RENT
2543,rc,10.0,MA,MORTGAGE
2544,manager,10.0,GA,MORTGAGE
2545,system director,7.0,NY,OWN
2546,,,TX,RENT
2547,teacher,10.0,NY,RENT
2548,health care ,3.0,MT,MORTGAGE
2549,care coordinator ,6.0,TN,OWN
2550,sales/front-line underwriting,3.0,TX,RENT
2551,supervisor,0.0,FL,RENT
2552,foreman,10.0,MD,MORTGAGE
2553,communications specialist,8.0,OH,MORTGAGE
2554,manager,10.0,NV,RENT
2555,senior juvenile institutions officer ,5.0,CA,MORTGAGE
2556,,,CA,RENT
2557,partner attorney,9.0,TX,MORTGAGE
2558,lead parts technician ,4.0,IN,MORTGAGE
2559,,,CA,RENT
2560,assistant complex manager,10.0,VA,MORTGAGE
2561,financial aid counselor,10.0,MD,MORTGAGE
2562,mechanic,10.0,PA,MORTGAGE
2563,counselor,6.0,MA,MORTGAGE
2564,parts technician,5.0,FL,MORTGAGE
2565,managet,3.0,CA,RENT
2566,,,AZ,OWN
2567,banker,1.0,FL,MORTGAGE
2568,psychiatric social clerk i,7.0,CA,RENT
2569,service technician,8.0,TX,RENT
2570,sanitation specialist,10.0,MN,MORTGAGE
2571,category gaming manager,10.0,MA,RENT
2572,"expo, cashier, shift lead",10.0,MD,RENT
2573,controller,2.0,WA,MORTGAGE
2574,,,CT,RENT
2575,president ,10.0,NE,MORTGAGE
2576,barach manager,2.0,AZ,RENT
2577,business analyst,10.0,TX,MORTGAGE
2578,office manager,4.0,TX,RENT
2579,driver,1.0,NM,RENT
2580,retail sales,2.0,CA,RENT
2581,,,CA,RENT
2582,supply technician,10.0,MD,MORTGAGE
2583,,,SC,RENT
2584,hvac tech ,3.0,TX,MORTGAGE
2585,finance manager,10.0,VA,OWN
2586,server,0.0,NC,RENT
2587,shipping,10.0,WI,MORTGAGE
2588,,,NE,RENT
2589,driver/,1.0,WI,RENT
2590,banquets setup supervisor,6.0,CA,RENT
2591,rn,10.0,SC,MORTGAGE
2592,general partner,10.0,MD,MORTGAGE
2593,district level administor,10.0,FL,RENT
2594,,,NV,MORTGAGE
2595,social worker,3.0,GA,RENT
2596,,,CA,MORTGAGE
2597,field service technician,2.0,MD,MORTGAGE
2598,production,4.0,WI,MORTGAGE
2599,secretary,0.0,NJ,RENT
2600,software engineer,10.0,WA,RENT
2601,automotive technician ,10.0,PA,MORTGAGE
2602,supervisor spd,10.0,MD,RENT
2603,,,CO,MORTGAGE
2604,waitress,1.0,CA,RENT
2605,registered nurse supervisor,10.0,LA,MORTGAGE
2606,director of sales,2.0,GA,MORTGAGE
2607,admission's co-ordinator,10.0,NC,MORTGAGE
2608,director of training,9.0,NV,RENT
2609,firefighter emt ,10.0,FL,MORTGAGE
2610,appliance specialist,10.0,OH,MORTGAGE
2611,sales person,10.0,NV,OWN
2612,cmo,2.0,CO,MORTGAGE
2613,teller,3.0,TX,RENT
2614,,,TX,MORTGAGE
2615,sales,10.0,FL,MORTGAGE
2616,configuration analyst,1.0,CA,RENT
2617,manager,3.0,MA,RENT
2618,deputy sheriff,10.0,MI,MORTGAGE
2619,banquet supervisor,10.0,FL,OWN
2620,administrative,3.0,AK,OWN
2621,,,CO,MORTGAGE
2622,teacher aide,10.0,NY,RENT
2623,police officer,9.0,NY,RENT
2624,systems administrator ,8.0,NJ,RENT
2625,vice president,10.0,MA,MORTGAGE
2626,purchasing manager,10.0,CA,MORTGAGE
2627,license practical nurse,8.0,MD,OWN
2628,construction laborer,10.0,NY,RENT
2629,assistant professor,1.0,MS,MORTGAGE
2630,teacher,0.0,IL,RENT
2631,office manager,2.0,MN,MORTGAGE
2632,repairman,4.0,OH,MORTGAGE
2633,driver,8.0,TN,MORTGAGE
2634,manager,5.0,ND,OWN
2635,engineer ,2.0,CO,MORTGAGE
2636,welder,3.0,CA,RENT
2637,owner,10.0,FL,MORTGAGE
2638,sales,2.0,TX,RENT
2639,music teacher,7.0,TX,RENT
2640,sales rep,10.0,MI,MORTGAGE
2641,sales manager,10.0,SC,OWN
2642,service technicia,10.0,WI,MORTGAGE
2643,technician,2.0,TX,MORTGAGE
2644,professor/faculty media adviser,2.0,HI,RENT
2645,project engineer,10.0,FL,MORTGAGE
2646,supervisor,0.0,MA,MORTGAGE
2647,compliance / ops support,0.0,GA,MORTGAGE
2648,dispatcher,3.0,IL,RENT
2649,eligibility supervisor,10.0,CA,OWN
2650,underwriter,5.0,NY,OWN
2651,district manager,10.0,TX,MORTGAGE
2652,supervisor ,8.0,AR,MORTGAGE
2653,store training manager,10.0,TN,RENT
2654,director of transportation ,3.0,KY,MORTGAGE
2655,customer service agent,10.0,WA,RENT
2656,,8.0,CA,OWN
2657,supervisor/installer,10.0,GA,MORTGAGE
2658,accounting ,10.0,FL,RENT
2659,rn,7.0,NC,MORTGAGE
2660,cardiac perfusionist,10.0,RI,MORTGAGE
2661,editor,10.0,TX,RENT
2662,account manager,3.0,OH,RENT
2663,vice president,10.0,TX,MORTGAGE
2664,paramedic,10.0,IN,MORTGAGE
2665,motor vehicle representative,4.0,CA,MORTGAGE
2666,account rep,10.0,NY,MORTGAGE
2667,,,GA,MORTGAGE
2668,nurse,6.0,MO,RENT
2669,loan officer,5.0,CA,MORTGAGE
2670,owner,1.0,CO,OWN
2671,supervisor tempering,2.0,CA,OWN
2672,equipment operator ,0.0,FL,OWN
2673,sr client service associate,10.0,NY,RENT
2674,director of operations ,2.0,NY,RENT
2675,global sales director,4.0,CA,MORTGAGE
2676,special projects administrator,10.0,CO,MORTGAGE
2677,superintendent,10.0,NJ,RENT
2678,fumigation tech,0.0,AZ,RENT
2679,,,MD,RENT
2680,membership associate,4.0,MS,MORTGAGE
2681,superintendent,1.0,CO,MORTGAGE
2682,district judge,6.0,PA,MORTGAGE
2683,sr web developer,2.0,VA,OWN
2684,general manager,10.0,PA,OWN
2685,principal analyst ,2.0,TX,MORTGAGE
2686,,,WI,RENT
2687,finance manager,0.0,FL,OWN
2688,meat and poultry inspector,7.0,IL,MORTGAGE
2689,parts inspector,0.0,AL,MORTGAGE
2690,,,NY,RENT
2691,pharmacist,0.0,VA,RENT
2692,manager,10.0,IL,RENT
2693,carpenter ,2.0,NV,RENT
2694,lot tech/porter,10.0,OK,OWN
2695,office administrator,5.0,NJ,RENT
2696,supervisor,4.0,MN,OWN
2697,deputy,10.0,FL,MORTGAGE
2698,owner,10.0,MD,OWN
2699,flight nurse ,4.0,GA,RENT
2700, combo psc/hub,10.0,MI,MORTGAGE
2701,stamping quality control,10.0,MS,OWN
2702,administrative secretary,10.0,NV,MORTGAGE
2703,carpenter ,10.0,TX,OWN
2704,project coordinator contractor,2.0,AZ,RENT
2705,driver,10.0,CA,MORTGAGE
2706,team lead ,10.0,NC,OWN
2707,account receivables,10.0,TX,OWN
2708,motorman,9.0,MS,OWN
2709,forklift operator ,2.0,PA,RENT
2710,account manager,5.0,MI,MORTGAGE
2711,corporate bookkeeper,10.0,NY,OWN
2712,,,NY,MORTGAGE
2713,owner ,10.0,DC,RENT
2714,telecommunications technician,1.0,NJ,RENT
2715,maintenance technician ,2.0,GA,MORTGAGE
2716,director,10.0,NJ,OWN
2717,retail associate manager,6.0,CA,MORTGAGE
2718,manager,7.0,CA,RENT
2719,shipping coordinator,2.0,IN,MORTGAGE
2720,nurse practitioner,6.0,NC,MORTGAGE
2721,sales manager ,9.0,IN,MORTGAGE
2722,technical support engineer,0.0,CA,RENT
2723,,,CA,MORTGAGE
2724,sales consultant,1.0,NY,RENT
2725,,,CO,MORTGAGE
2726,utilization manager reviewer ,4.0,TX,MORTGAGE
2727,director of bi and analytics,3.0,AZ,MORTGAGE
2728,operations manager ,10.0,SC,OWN
2729,dispatcher,2.0,CA,RENT
2730,receptionist,0.0,FL,RENT
2731,managing director,5.0,OR,MORTGAGE
2732,financial center manager,10.0,MI,RENT
2733,analyst,2.0,CA,RENT
2734,truck driver,10.0,FL,MORTGAGE
2735,sales associate ,10.0,TX,MORTGAGE
2736,paralegal,3.0,NJ,RENT
2737,regional manager,10.0,VA,MORTGAGE
2738,customer account analyst,10.0,TX,OWN
2739,consultant,4.0,MS,MORTGAGE
2740,automation engineering manager,10.0,SC,MORTGAGE
2741,systems administrator,2.0,SC,MORTGAGE
2742,medical assistant,2.0,GA,MORTGAGE
2743,home health aide,3.0,NY,RENT
2744,maintenance/parts,1.0,WA,RENT
2745,cashier ,2.0,PA,RENT
2746,director of operations,4.0,OH,RENT
2747,senior staff analysy,10.0,NY,OWN
2748,vice president,5.0,NY,OWN
2749,supervisor ,10.0,CA,OWN
2750,driver,5.0,MA,RENT
2751,engineering manager,5.0,CT,MORTGAGE
2752,director of human resources,7.0,OR,MORTGAGE
2753,transmission supervisor,9.0,AZ,MORTGAGE
2754,boilers operator ,10.0,NJ,MORTGAGE
2755,service advisor,1.0,TX,MORTGAGE
2756,,,FL,OWN
2757,regional sales manager,3.0,PA,MORTGAGE
2758,payroll tech,5.0,IL,MORTGAGE
2759,,,PA,OWN
2760,program analyst,10.0,CA,RENT
2761,commercial driver,10.0,WA,RENT
2762,facility maintanace,3.0,MO,RENT
2763,mechanical engineer,0.0,CA,MORTGAGE
2764,assistant property manager,0.0,CA,RENT
2765,mro supervisor,6.0,CA,OWN
2766,,,TN,MORTGAGE
2767,director of nursing ,10.0,IN,MORTGAGE
2768,financial aide accounts technician,9.0,NC,MORTGAGE
2769,manager,10.0,MD,MORTGAGE
2770,rn,3.0,GA,MORTGAGE
2771,regional it security manager,1.0,NV,OWN
2772,planner,10.0,GA,MORTGAGE
2773,senior manager,0.0,PA,MORTGAGE
2774,training developer,10.0,AZ,MORTGAGE
2775,radio operator,3.0,VA,RENT
2776,president,8.0,CA,RENT
2777,manager,1.0,NY,RENT
2778,sr admin specialist,10.0,PA,MORTGAGE
2779,supeintendent,6.0,AZ,RENT
2780,st fraud specialist,10.0,MN,MORTGAGE
2781,manager,10.0,IL,MORTGAGE
2782,funding manager,10.0,CA,MORTGAGE
2783,loan officer assistant,5.0,VA,MORTGAGE
2784,owner,10.0,FL,OWN
2785,animal groomer,2.0,IN,MORTGAGE
2786,owner,2.0,NC,OWN
2787,counselor,2.0,LA,MORTGAGE
2788,supervisor,4.0,CA,RENT
2789,operations manager,2.0,NC,MORTGAGE
2790,,,NY,OWN
2791,family nurse practitioner,10.0,AK,MORTGAGE
2792,truck driver,10.0,PA,OWN
2793,city councilor ,8.0,MA,RENT
2794,program chair,5.0,AL,MORTGAGE
2795,landfill attendant,1.0,WA,MORTGAGE
2796,farm manager,3.0,OR,MORTGAGE
2797,pre verification specialist,8.0,NC,RENT
2798,certified nurse assistant ,10.0,VA,OWN
2799,fork lift driver,5.0,NC,OWN
2800,surgical tech,3.0,AZ,MORTGAGE
2801,,,PA,RENT
2802,"receptionist, intake,driver",2.0,OH,RENT
2803,research associate,7.0,CA,RENT
2804,"director, enterprise solutions",2.0,PA,RENT
2805,parts manager,2.0,ME,RENT
2806,machinen operarto cnc,10.0,CA,RENT
2807,licensed optician ,10.0,KY,MORTGAGE
2808,attorney ,10.0,CA,OWN
2809,owner,10.0,MO,MORTGAGE
2810,it analyst,7.0,NY,MORTGAGE
2811,it specialist,5.0,MD,RENT
2812,general manager,2.0,MO,MORTGAGE
2813,sr shelf edge analyst,10.0,IL,RENT
2814,itd,5.0,OH,MORTGAGE
2815,project manager,0.0,CA,MORTGAGE
2816,electronics technician,10.0,FL,MORTGAGE
2817,,,WA,RENT
2818,assistant store  manager,10.0,FL,MORTGAGE
2819,registered nurse,0.0,RI,OWN
2820,cantor,10.0,MI,MORTGAGE
2821,director of operations,4.0,OH,MORTGAGE
2822,software tech,10.0,MN,RENT
2823,butcher,10.0,NY,RENT
2824,clinical manager,4.0,GA,MORTGAGE
2825,pharmacy technician,1.0,IL,OWN
2826,civil engineer 2,10.0,NY,OWN
2827,it manager,3.0,CA,OWN
2828,accountant,4.0,IL,RENT
2829,wheel tech,1.0,MO,OWN
2830,network operations center analyst,10.0,CA,RENT
2831,ramp lead,3.0,FL,RENT
2832,sales,10.0,GA,MORTGAGE
2833,staffing consultant,0.0,CA,RENT
2834,aircraft technician,10.0,NY,RENT
2835,engineering technician ,2.0,NV,MORTGAGE
2836,,,MI,MORTGAGE
2837,senior manager,5.0,NY,RENT
2838,driver,3.0,MS,MORTGAGE
2839,supervisor,10.0,WA,MORTGAGE
2840,associate project manager,5.0,WA,RENT
2841,assistant head,3.0,WA,RENT
2842,sales,5.0,CA,OWN
2843,writer producer scripps interactive,7.0,NY,RENT
2844,principal secretary ,9.0,CA,RENT
2845,escrow officer,7.0,CA,MORTGAGE
2846,,,WI,MORTGAGE
2847,,,AL,OWN
2848,technician,8.0,OH,OWN
2849,painter/blaster,2.0,LA,OWN
2850,account manager,2.0,GA,MORTGAGE
2851,oven operator ,10.0,FL,MORTGAGE
2852,line cook,0.0,IL,RENT
2853,sales manager ,10.0,TX,MORTGAGE
2854,,,MA,OWN
2855,driver,2.0,WA,RENT
2856,executive assistant,9.0,NY,MORTGAGE
2857,mamager,9.0,NY,RENT
2858,it system administrator,7.0,CA,RENT
2859,concierge specialist,1.0,HI,RENT
2860,therapist,9.0,GA,MORTGAGE
2861,buyer,10.0,CA,RENT
2862,principal customer care analyst,10.0,MD,MORTGAGE
2863,office manager,10.0,PA,RENT
2864,software engineer,0.0,NJ,RENT
2865,customer management ,10.0,AZ,MORTGAGE
2866,principal user experience engineer,2.0,CA,RENT
2867,millwright,6.0,TX,OWN
2868,foreman,9.0,CA,RENT
2869,quality manager,6.0,LA,MORTGAGE
2870,area sales manager,10.0,FL,MORTGAGE
2871,help desk,0.0,NC,MORTGAGE
2872,operations manager,1.0,TX,RENT
2873,maint mannager,3.0,TX,MORTGAGE
2874,case manager ,2.0,FL,MORTGAGE
2875,federal work-study,4.0,CO,MORTGAGE
2876,project manager/ developer,5.0,TX,MORTGAGE
2877,digital content specialist,0.0,VA,RENT
2878,teacher ,10.0,MA,MORTGAGE
2879,waitress,3.0,MA,RENT
2880,technical support manager,10.0,CO,RENT
2881,receptionist ,1.0,AL,RENT
2882,sr operations analyst,10.0,OR,RENT
2883,maintenance,10.0,NY,MORTGAGE
2884,tech suppo,10.0,CO,RENT
2885,loan originator,2.0,NY,RENT
2886,technology coordinator ,10.0,GA,RENT
2887,director of it,10.0,LA,MORTGAGE
2888,fire captain ,10.0,CA,MORTGAGE
2889,assistant teacher,10.0,NY,RENT
2890,showroom manager,2.0,NY,MORTGAGE
2891,security tech,1.0,CA,RENT
2892,automation engineer,2.0,MA,RENT
2893,,,GA,MORTGAGE
2894,admin assistant,0.0,FL,RENT
2895,"system manager, quality- rn",10.0,IN,OWN
2896,admin assistant,1.0,WA,MORTGAGE
2897,loan administrator,3.0,IL,RENT
2898,operator,5.0,OH,MORTGAGE
2899,cooler service technician,8.0,CA,RENT
2900,recruiter ,1.0,CA,RENT
2901,unit clerk,10.0,NY,RENT
2902,project lead in it,10.0,CA,OWN
2903,communication agent,10.0,CA,RENT
2904,physician ,5.0,VA,MORTGAGE
2905,construction inspector ii,10.0,CA,OWN
2906,executive assistant to the dean,0.0,CA,OWN
2907,senior regional property manager,10.0,VA,MORTGAGE
2908,developmental specialist,6.0,OH,MORTGAGE
2909,teacher,10.0,CA,MORTGAGE
2910,maintenance mechanic/control specialist ,8.0,CO,MORTGAGE
2911,territorial sales rep,3.0,CA,RENT
2912,senior analyst,3.0,WA,MORTGAGE
2913,sales consultant ,2.0,NH,MORTGAGE
2914,sales,10.0,KY,OWN
2915,,,NJ,OWN
2916,teachrr,10.0,FL,RENT
2917,vice president,10.0,CA,MORTGAGE
2918,,,OK,MORTGAGE
2919,assistant managee,4.0,NY,RENT
2920,yard driver,10.0,CO,MORTGAGE
2921,,,FL,RENT
2922,sales,10.0,IL,MORTGAGE
2923,,,CA,RENT
2924,manager,2.0,NC,MORTGAGE
2925,freelance electrician,4.0,NY,RENT
2926,rn,2.0,CA,RENT
2927,program director ,5.0,CA,RENT
2928,waitress,10.0,CA,RENT
2929,,,NM,OWN
2930,,,FL,OWN
2931,teacher ,10.0,NV,MORTGAGE
2932,billing supervisor,10.0,NJ,RENT
2933,purchasing manager,10.0,FL,MORTGAGE
2934,registered nurse,5.0,CT,MORTGAGE
2935,medical assistant ,6.0,UT,MORTGAGE
2936,pca,1.0,NJ,RENT
2937,cyber specialist,2.0,NJ,RENT
2938,sr systems engineer,3.0,PA,MORTGAGE
2939,head teller,10.0,TN,MORTGAGE
2940,planning asso,10.0,MN,MORTGAGE
2941,client service rep ii,4.0,AZ,MORTGAGE
2942,general maintenance iii,9.0,PA,RENT
2943,underwriter/agent,3.0,GA,MORTGAGE
2944,clerk,10.0,LA,MORTGAGE
2945,front desk receptionist guard,6.0,NY,RENT
2946,sales associate,10.0,CA,MORTGAGE
2947,,,NC,MORTGAGE
2948,warehouse manager,10.0,GA,OWN
2949,accountant,0.0,NV,MORTGAGE
2950,sales,3.0,NJ,MORTGAGE
2951,automotive mechanic,3.0,NC,RENT
2952,lead respiratory therapist ,10.0,NY,RENT
2953,service department manager ,0.0,NH,RENT
2954,technician,10.0,CA,RENT
2955,registered nurse,6.0,MI,RENT
2956,licensing specialist,0.0,GA,RENT
2957,client services mgr,2.0,PA,MORTGAGE
2958,ceo/vp of opns,10.0,CT,MORTGAGE
2959,assistant manager,2.0,NY,RENT
2960,asistence eng,0.0,NJ,MORTGAGE
2961,mechanic,3.0,VA,MORTGAGE
2962,,,WA,OWN
2963,bookkeeper,10.0,AL,MORTGAGE
2964,practice specialist,4.0,MA,MORTGAGE
2965,sr planning & analysis anst,10.0,FL,MORTGAGE
2966,training manager ,10.0,NY,MORTGAGE
2967,housekeeping,10.0,CA,OWN
2968,,,CT,RENT
2969,supervisor,4.0,NC,RENT
2970,shipping manager,10.0,CA,MORTGAGE
2971,warehouse manager,0.0,OR,MORTGAGE
2972,plant protection technician ,1.0,OH,RENT
2973,corrections officer,3.0,NY,RENT
2974,business analyst,10.0,PA,MORTGAGE
2975,tooling designer ,8.0,TN,OWN
2976,technical specialist,10.0,WA,MORTGAGE
2977,,,AZ,MORTGAGE
2978,,,PA,RENT
2979,pilot,2.0,AR,RENT
2980,director of operations,3.0,MA,RENT
2981,buyer i,1.0,TX,RENT
2982,forman ,4.0,AK,RENT
2983,director,5.0,FL,OWN
2984,,,IN,MORTGAGE
2985,time and travel coordinator,8.0,PA,MORTGAGE
2986,,,NY,OWN
2987,sr financial analyst,10.0,TX,MORTGAGE
2988,registered nurse,1.0,FL,RENT
2989,auto technician ,10.0,MI,MORTGAGE
2990,storeroom attendant,2.0,CA,RENT
2991,,,ID,RENT
2992,owner,10.0,VT,MORTGAGE
2993,delivery driver,10.0,NC,RENT
2994,lead,10.0,ID,RENT
2995,night shift associate,4.0,AK,RENT
2996,sr network administrator,3.0,IL,MORTGAGE
2997,medical biller,10.0,IL,RENT
2998,vp security specialist,10.0,FL,MORTGAGE
2999,stylest,10.0,NY,OWN
3000,maintenance technician,6.0,SC,OWN
3001,,,GA,OWN
3002,,,TX,OWN
3003,operating engineer,10.0,IL,MORTGAGE
3004,registered nurse,9.0,MO,MORTGAGE
3005,military,10.0,CO,RENT
3006,architectural detailer,5.0,TX,MORTGAGE
3007,banker,3.0,CA,RENT
3008,manager,9.0,CA,RENT
3009,claims imaging technician,3.0,NC,MORTGAGE
3010,sandblaster,2.0,UT,MORTGAGE
3011,glazier,3.0,CA,RENT
3012,vp,2.0,IL,MORTGAGE
3013,accountant,2.0,CA,RENT
3014,programmer,2.0,TX,MORTGAGE
3015,director,1.0,UT,RENT
3016,executive admin,9.0,MI,MORTGAGE
3017,truck driver,0.0,PA,MORTGAGE
3018,training specialist,3.0,MA,RENT
3019,driver,4.0,NY,RENT
3020,e-9,10.0,AZ,MORTGAGE
3021,medical dosimetrist,10.0,GA,MORTGAGE
3022,process engineer,1.0,NY,RENT
3023,instructor asst,10.0,OH,MORTGAGE
3024,a&p technician,10.0,AZ,RENT
3025,owner ,10.0,CA,RENT
3026,bartender,6.0,AZ,RENT
3027,rn,1.0,MD,MORTGAGE
3028,truck driver,5.0,CA,RENT
3029,billing clerk,10.0,PA,RENT
3030,general manager,9.0,NE,MORTGAGE
